,Date_Time,Day_of_Week,Time_Bin,Race,Gender,Body_Size,Age_Group,Age_Range,Age_Group,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Num_of_Baskets,weather,rainfall_level,temp
585,2016-01-14 22:59:21,Thursday,Night,chinese,Others,thin,Adults,58.0,Adults,no,no_kids,small,brown,casual,purple,short_sleeve,Others,long,clothes,5,9,yes,41.0,1.0,21.0,3.178054303,101.7159131,1.0,"Rain, Partially cloudy",8.133,27.9
586,2016-02-27 00:59:10,Saturday,Early Morning,indian,male,thin,Young Adults,28.0,Adults,yes,young,small,purple,casual,orange,short_sleeve,brown,short,blankets,4,7,yes,40.0,3.0,20.0,3.133283203,101.7226676,2.0,Partially cloudy,0.0,28.9
587,2016-03-01 19:49:57,Tuesday,Everning,chinese,female,fat,Adults,59.0,Adults,yes,toddler,small,Others,casual,Others,short_sleeve,Others,long,clothes,6,10,no,17.0,2.0,8.0,3.106680746,101.7510245,3.0,"Rain, Partially cloudy",1.768,29.0
588,2015-06-12 10:46:16,Friday,Morning,malay,male,Others,Young Adults,23.0,Adults,no,baby,small,black,traditional,purple,short_sleeve,orange,long,blankets,5,10,yes,58.0,0.0,8.0,3.131919221,101.7649646,3.0,"Rain, Overcast",11.44,27.0
589,2016-06-01 02:19:46,Wednesday,Early Morning,malay,male,thin,Adults,39.0,Adults,yes,no_kids,Others,black,Others,black,long_sleeve,grey,short,clothes,5,9,no,52.0,4.0,20.0,3.187409567,101.7253376,2.0,"Rain, Partially cloudy",0.316,29.2
590,2015-01-12 23:38:53,Monday,Night,foreigner,female,thin,Adults,60.0,Adults,yes,no_kids,small,grey,traditional,yellow,long_sleeve,green,long,blankets,5,9,yes,23.0,3.0,13.0,3.158702603,101.7365932,1.0,Partially cloudy,0.0,28.8
591,2016-04-01 11:39:14,Friday,Morning,chinese,female,thin,Adults,40.0,Adults,yes,baby,small,red,traditional,yellow,long_sleeve,blue,long,blankets,5,9,no,22.0,0.0,14.0,3.12671858,101.7003654,1.0,Partially cloudy,0.0,30.0
592,2016-01-23 13:51:49,Saturday,Afternoon,malay,Others,thin,Young Adults,25.0,Adults,no,toddler,small,orange,traditional,black,long_sleeve,blue  ,short,blankets,5,8,yes,17.0,1.0,19.0,3.156274089,101.7457852,1.0,"Rain, Partially cloudy",4.443,27.2
593,2016-02-20 08:30:46,Saturday,Morning,indian,female,fat,Adults,57.0,Adults,no,young,small,brown,formal,black,long_sleeve,brown,long,blankets,3,10,yes,53.0,1.0,17.0,3.149773769,101.746534,3.0,"Rain, Partially cloudy",2.722,27.5
594,2016-10-01 05:55:48,Saturday,Early Morning,foreigner,male,thin,Adults,52.0,Adults,yes,toddler,Others,black,Others,pink,long_sleeve,yellow,long,blankets,4,10,yes,49.0,4.0,14.0,3.142249467,101.7029979,2.0,"Rain, Partially cloudy",0.07,28.8
595,2016-06-01 09:07:45,Wednesday,Morning,malay,male,moderate,Young Adults,20.0,Adults,yes,toddler,small,orange,Others,yellow,short_sleeve,purple,short,clothes,4,8,no,12.0,5.0,9.0,3.133907236,101.7433658,2.0,"Rain, Partially cloudy",0.316,29.2
596,2015-12-26 18:38:58,Saturday,Everning,chinese,female,fat,Adults,51.0,Adults,yes,baby,big,yellow,casual,Others,long_sleeve,green,short,blankets,4,10,no,58.0,1.0,12.0,3.158985175,101.7219488,2.0,"Rain, Partially cloudy",2.652,28.8
597,2016-06-02 14:16:50,Thursday,Afternoon,malay,Others,fat,Adults,51.0,Adults,yes,toddler,small,purple,formal,grey,short_sleeve,yellow,long,clothes,4,8,no,40.0,3.0,15.0,3.091063861,101.7437455,3.0,Partially cloudy,0.0,29.0
598,2016-05-01 07:33:45,Sunday,Early Morning,foreigner,female,thin,Adults,39.0,Adults,yes,baby,big,purple,Others,yellow,short_sleeve,orange,short,clothes,3,9,no,12.0,2.0,13.0,3.188948749,101.7017574,3.0,"Rain, Partially cloudy",8.841,28.8
599,2015-12-19 08:06:23,Saturday,Morning,indian,male,fat,Adults,45.0,Adults,no,baby,small,blue,traditional,red,long_sleeve,red,short,clothes,6,10,no,15.0,5.0,19.0,3.136657606,101.7101675,2.0,"Rain, Partially cloudy",51.275,27.1
600,2015-12-18 22:45:30,Friday,Night,chinese,female,thin,Adults,49.0,Adults,yes,toddler,Others,green,casual,white,long_sleeve,black,long,clothes,3,9,no,53.0,3.0,11.0,3.103497903,101.7533078,2.0,"Rain, Partially cloudy",0.177,27.3
601,2015-03-12 11:49:14,Thursday,Morning,indian,Others,fat,Adults,57.0,Adults,no,toddler,small,grey,casual,purple,long_sleeve,black,long,blankets,3,10,yes,27.0,2.0,7.0,3.157151236,101.7020153,1.0,Partially cloudy,0.0,28.6
602,2015-12-13 13:54:50,Sunday,Afternoon,chinese,male,fat,Young Adults,27.0,Adults,yes,baby,Others,grey,formal,grey,short_sleeve,orange,short,clothes,6,7,yes,17.0,3.0,21.0,3.102085032,101.7666068,3.0,"Rain, Overcast",101.463,25.5
603,2016-01-14 07:21:50,Thursday,Early Morning,foreigner,female,fat,Young Adults,21.0,Adults,yes,toddler,small,white,traditional,pink,Others,orange,long,blankets,6,9,no,22.0,0.0,7.0,3.096516008,101.7123159,2.0,"Rain, Partially cloudy",8.133,27.9
604,2016-01-03 04:48:12,Sunday,Early Morning,indian,male,moderate,Adults,59.0,Adults,no,young,small,purple,formal,white,long_sleeve,orange,long,clothes,3,10,no,22.0,2.0,8.0,3.16954682,101.7423528,3.0,"Rain, Partially cloudy",3.536,27.8
605,2016-02-24 01:40:13,Wednesday,Early Morning,chinese,female,thin,Adults,39.0,Adults,yes,baby,small,white,casual,green,short_sleeve,black,short,clothes,3,9,no,34.0,3.0,20.0,3.184377526,101.7025258,3.0,"Rain, Partially cloudy",2.623,28.3
606,2016-09-01 16:06:20,Thursday,Afternoon,chinese,male,thin,Adults,53.0,Adults,no,young,big,orange,formal,black,short_sleeve,orange,long,clothes,4,8,no,50.0,5.0,12.0,3.189517286,101.7280294,3.0,"Rain, Overcast",84.812,26.3
607,2016-02-14 03:10:14,Sunday,Early Morning,chinese,male,moderate,Adults,60.0,Adults,yes,baby,big,grey,traditional,blue,short_sleeve,purple,short,blankets,5,8,no,49.0,0.0,14.0,3.143155552,101.7012484,1.0,"Rain, Partially cloudy",1.791,27.8
608,2015-12-23 07:32:42,Wednesday,Early Morning,foreigner,male,fat,Adults,50.0,Adults,yes,young,small,pink,traditional,black,short_sleeve,brown,short,clothes,3,8,no,16.0,5.0,11.0,3.167557904,101.7180849,1.0,"Rain, Partially cloudy",0.1,29.0
609,2015-12-31 09:58:20,Thursday,Morning,malay,female,thin,Adults,52.0,Adults,no,baby,Others,pink,casual,orange,short_sleeve,red,short,blankets,3,9,yes,28.0,2.0,12.0,3.188509481,101.7577689,2.0,"Rain, Partially cloudy",4.768,27.5
610,2016-09-02 11:55:59,Friday,Morning,foreigner,male,thin,Adults,42.0,Adults,no,young,big,red,traditional,grey,long_sleeve,yellow,long,blankets,4,7,yes,36.0,1.0,7.0,3.105124913,101.7701771,3.0,"Rain, Partially cloudy",3.046,27.8
611,2015-12-19 09:11:15,Saturday,Morning,indian,male,thin,Adults,43.0,Adults,yes,toddler,small,blue,Others,purple,long_sleeve,white,long,clothes,6,10,yes,20.0,5.0,13.0,3.19255532,101.7702099,3.0,"Rain, Partially cloudy",51.275,27.1
612,2016-02-22 04:13:53,Monday,Early Morning,indian,Others,fat,Adults,41.0,Adults,yes,young,big,Others,traditional,pink,Others,purple,short,blankets,6,9,no,37.0,5.0,17.0,3.099497775,101.758688,3.0,Partially cloudy,0.0,28.5
613,2016-11-01 19:14:55,Tuesday,Everning,malay,female,thin,Adults,42.0,Adults,no,no_kids,big,purple,formal,pink,short_sleeve,pink,long,clothes,4,7,no,32.0,1.0,20.0,3.193542967,101.7682717,2.0,"Rain, Partially cloudy",5.536,27.5
614,2016-01-16 04:46:14,Saturday,Early Morning,foreigner,Others,Others,Adults,51.0,Adults,no,young,small,orange,formal,orange,long_sleeve,pink,long,blankets,4,9,no,60.0,4.0,20.0,3.14927702,101.7651869,2.0,"Rain, Partially cloudy",9.841,27.4
615,2015-12-22 02:59:24,Tuesday,Early Morning,foreigner,female,fat,Young Adults,31.0,Adults,no,toddler,big,yellow,formal,blue,short_sleeve,blue,long,clothes,4,8,yes,12.0,2.0,21.0,3.138411401,101.7239464,2.0,Partially cloudy,0.0,28.2
616,2016-12-02 14:14:17,Friday,Afternoon,foreigner,male,thin,Adults,49.0,Adults,yes,no_kids,small,pink,formal,black,short_sleeve,blue,long,blankets,5,8,yes,26.0,5.0,12.0,3.090614071,101.7591344,2.0,"Rain, Overcast",8.756,25.7
617,2016-02-28 08:57:47,Sunday,Morning,indian,female,moderate,Adults,45.0,Adults,yes,baby,small,brown,traditional,black,short_sleeve,black,long,clothes,6,7,no,49.0,5.0,17.0,3.102008315,101.7398374,3.0,"Rain, Partially cloudy",1.568,28.5
618,2016-01-03 16:47:08,Sunday,Afternoon,foreigner,male,fat,Young Adults,31.0,Adults,yes,baby,big,brown,casual,orange,long_sleeve,blue,short,blankets,4,8,no,30.0,2.0,19.0,3.160586141,101.778098,2.0,"Rain, Partially cloudy",3.536,27.8
619,2016-12-02 05:49:03,Friday,Early Morning,chinese,male,moderate,Adults,43.0,Adults,no,toddler,big,grey,formal,pink,short_sleeve,black,short,clothes,6,8,no,27.0,2.0,19.0,3.154172423,101.7184351,2.0,"Rain, Overcast",8.756,25.7
620,2016-02-20 12:03:43,Saturday,Morning,indian,male,moderate,Young Adults,31.0,Adults,no,baby,small,yellow,casual,black,short_sleeve,pink,short,blankets,4,8,yes,21.0,4.0,13.0,3.107900717,101.7640034,3.0,"Rain, Partially cloudy",2.722,27.5
621,2015-01-12 02:35:01,Monday,Early Morning,malay,Others,moderate,Adults,36.0,Adults,no,toddler,Others,yellow,formal,purple,short_sleeve,blue  ,short,clothes,4,7,no,55.0,1.0,15.0,3.182048312,101.7190565,2.0,Partially cloudy,0.0,28.8
622,2016-02-25 00:55:43,Thursday,Early Morning,foreigner,female,moderate,Adults,39.0,Adults,yes,baby,small,red,casual,red,short_sleeve,white,short,blankets,6,7,yes,43.0,3.0,10.0,3.146167846,101.7783522,2.0,"Rain, Partially cloudy",0.177,29.2
623,2016-02-02 11:41:36,Tuesday,Morning,foreigner,male,fat,Young Adults,24.0,Adults,no,baby,big,purple,traditional,black,long_sleeve,pink,short,clothes,5,7,no,22.0,0.0,14.0,3.164765438,101.7706203,2.0,Partially cloudy,0.0,29.1
624,2016-02-02 07:01:56,Tuesday,Early Morning,malay,male,thin,Adults,58.0,Adults,no,young,small,pink,casual,Others,short_sleeve,brown,long,blankets,6,10,no,33.0,0.0,17.0,3.155100703,101.7643811,3.0,Partially cloudy,0.0,29.1
625,2016-01-21 16:44:46,Thursday,Afternoon,chinese,female,thin,Adults,52.0,Adults,no,no_kids,small,yellow,traditional,black,short_sleeve,orange,short,clothes,4,8,no,33.0,5.0,13.0,3.19205883,101.7351514,1.0,Partially cloudy,0.0,29.2
626,2016-01-26 17:52:33,Tuesday,Afternoon,foreigner,male,fat,Young Adults,30.0,Adults,no,toddler,small,orange,formal,red,long_sleeve,pink,short,clothes,6,8,yes,42.0,2.0,9.0,3.173687943,101.7363834,2.0,Partially cloudy,0.0,29.7
627,2016-01-03 06:52:00,Sunday,Early Morning,indian,male,fat,Adults,49.0,Adults,no,young,Others,grey,casual,red,short_sleeve,Others,short,blankets,3,9,no,25.0,5.0,12.0,3.153116437,101.7191855,2.0,"Rain, Partially cloudy",3.536,27.8
628,2016-02-26 17:06:08,Friday,Afternoon,malay,female,thin,Young Adults,32.0,Adults,no,young,big,white,formal,black,long_sleeve,Others,short,clothes,6,8,no,56.0,4.0,14.0,3.132242378,101.7346638,1.0,Partially cloudy,0.0,29.2
629,2015-12-20 11:37:17,Sunday,Morning,chinese,female,fat,Young Adults,20.0,Adults,yes,toddler,small,pink,casual,black,short_sleeve,black,long,blankets,5,7,no,46.0,5.0,10.0,3.170433625,101.7691327,2.0,"Rain, Partially cloudy",0.186,26.9
630,2016-02-26 01:16:03,Friday,Early Morning,foreigner,female,moderate,Adults,47.0,Adults,yes,baby,big,pink,formal,grey,long_sleeve,blue,long,blankets,6,9,no,25.0,2.0,7.0,3.107871379,101.7741867,3.0,Partially cloudy,0.0,29.2
631,2016-01-28 23:54:22,Thursday,Night,foreigner,male,fat,Adults,42.0,Adults,no,baby,small,blue,Others,yellow,short_sleeve,pink,short,clothes,3,8,no,41.0,1.0,17.0,3.157025977,101.7009863,1.0,"Rain, Partially cloudy",13.261,28.2
632,2016-02-20 01:49:47,Saturday,Early Morning,malay,female,fat,Adults,48.0,Adults,yes,no_kids,Others,red,formal,brown,short_sleeve,Others,short,clothes,6,8,yes,22.0,0.0,18.0,3.145772924,101.7134532,3.0,"Rain, Partially cloudy",2.722,27.5
633,2016-02-14 18:06:42,Sunday,Everning,indian,male,fat,Adults,45.0,Adults,yes,no_kids,Others,red,casual,white,short_sleeve,green,long,blankets,5,10,no,48.0,5.0,17.0,3.185780589,101.7641393,1.0,"Rain, Partially cloudy",1.791,27.8
634,2016-12-01 18:06:43,Thursday,Everning,chinese,male,fat,Adults,44.0,Adults,yes,toddler,small,red,formal,Others,long_sleeve,grey,long,clothes,4,7,yes,35.0,2.0,19.0,3.125798386,101.7170259,1.0,"Rain, Partially cloudy",13.597,26.6
635,2016-02-25 12:53:14,Thursday,Morning,chinese,female,moderate,Adults,50.0,Adults,no,young,big,grey,traditional,green,short_sleeve,blue,long,blankets,5,8,yes,14.0,1.0,13.0,3.095471813,101.720639,1.0,"Rain, Partially cloudy",0.177,29.2
636,2016-02-21 01:22:40,Sunday,Early Morning,foreigner,Others,fat,Adults,48.0,Adults,no,toddler,Others,green,casual,orange,short_sleeve,green,long,blankets,6,9,no,28.0,0.0,21.0,3.177382777,101.7498025,1.0,Partially cloudy,0.0,28.6
637,2016-07-02 12:54:55,Saturday,Morning,chinese,Others,thin,Adults,52.0,Adults,yes,toddler,big,purple,casual,black,short_sleeve,grey,long,clothes,3,7,no,42.0,3.0,10.0,3.144139024,101.7827987,3.0,Partially cloudy,0.0,30.3
638,2015-08-12 15:21:30,Wednesday,Afternoon,foreigner,male,moderate,Adults,60.0,Adults,yes,toddler,small,red,casual,black,short_sleeve,black,long,blankets,4,8,no,32.0,3.0,9.0,3.124748286,101.7791684,2.0,"Rain, Partially cloudy",0.27,28.5
639,2016-11-02 16:31:51,Wednesday,Afternoon,foreigner,Others,fat,Adults,39.0,Adults,yes,no_kids,small,green,formal,black,long_sleeve,grey,long,blankets,3,9,no,26.0,3.0,16.0,3.149241987,101.7214457,2.0,Partially cloudy,0.0,28.6
640,2016-01-31 23:30:28,Sunday,Night,foreigner,male,fat,Adults,42.0,Adults,no,baby,big,brown,Others,red,long_sleeve,yellow,short,blankets,4,7,yes,60.0,5.0,9.0,3.144126236,101.7212736,1.0,"Rain, Partially cloudy",0.232,28.8
641,2015-06-12 05:29:42,Friday,Early Morning,foreigner,female,fat,Young Adults,23.0,Adults,yes,toddler,small,white,Others,brown,long_sleeve,orange,short,clothes,3,7,no,27.0,1.0,18.0,3.163106742,101.7683323,3.0,"Rain, Overcast",11.44,27.0
642,2016-01-23 20:42:34,Saturday,Everning,foreigner,male,fat,Adults,37.0,Adults,yes,young,big,pink,formal,brown,short_sleeve,red,long,blankets,6,10,no,56.0,4.0,10.0,3.090600962,101.7738,3.0,"Rain, Partially cloudy",4.443,27.2
643,2015-12-12 09:22:52,Saturday,Morning,indian,female,moderate,Young Adults,23.0,Adults,yes,toddler,big,white,formal,white,short_sleeve,white,short,blankets,4,7,no,26.0,0.0,21.0,3.14833481,101.7512035,3.0,"Rain, Partially cloudy",17.892,26.5
644,2015-05-12 15:56:57,Tuesday,Afternoon,chinese,Others,Others,Young Adults,29.0,Adults,yes,toddler,big,blue,formal,brown,long_sleeve,green,long,blankets,5,10,no,36.0,1.0,18.0,3.19301867,101.7105126,1.0,"Rain, Partially cloudy",1.437,27.8
645,2016-09-01 20:51:20,Thursday,Everning,foreigner,female,moderate,Young Adults,21.0,Adults,no,young,Others,green,formal,blue,long_sleeve,orange,long,clothes,3,9,no,39.0,2.0,13.0,3.116989305,101.719527,3.0,"Rain, Overcast",84.812,26.3
646,2016-01-15 03:14:38,Friday,Early Morning,foreigner,female,fat,Adults,36.0,Adults,no,young,big,white,traditional,white,long_sleeve,blue,long,blankets,5,10,yes,15.0,5.0,17.0,3.138468205,101.7505094,1.0,"Rain, Overcast",44.573,26.8
647,2015-12-27 07:24:56,Sunday,Early Morning,foreigner,female,fat,Adults,43.0,Adults,yes,baby,small,grey,traditional,brown,short_sleeve,blue,long,blankets,6,9,yes,28.0,4.0,16.0,3.167415312,101.7038477,2.0,Partially cloudy,0.0,27.9
648,2016-02-13 12:05:21,Saturday,Morning,foreigner,Others,thin,Adults,55.0,Adults,no,toddler,small,red,casual,brown,long_sleeve,blue,short,clothes,3,7,yes,58.0,2.0,11.0,3.133695091,101.7810193,1.0,Partially cloudy,0.0,28.9
649,2016-01-22 22:04:35,Friday,Night,malay,Others,fat,Young Adults,30.0,Adults,no,young,small,white,Others,orange,long_sleeve,Others,short,blankets,3,7,yes,17.0,4.0,9.0,3.137770051,101.7715724,3.0,"Rain, Partially cloudy",46.174,27.4
650,2016-01-03 17:02:04,Sunday,Afternoon,chinese,female,Others,Adults,36.0,Adults,no,toddler,small,purple,Others,blue,long_sleeve,orange,long,blankets,3,7,no,29.0,1.0,13.0,3.168257264,101.7541875,3.0,"Rain, Partially cloudy",3.536,27.8
651,2015-12-19 02:54:15,Saturday,Early Morning,malay,Others,thin,Adults,59.0,Adults,no,no_kids,Others,green,formal,black,long_sleeve,grey,short,clothes,4,10,no,55.0,4.0,17.0,3.172232546,101.7786485,1.0,"Rain, Partially cloudy",51.275,27.1
652,2016-01-21 18:17:07,Thursday,Everning,malay,female,moderate,Adults,36.0,Adults,yes,no_kids,small,green,Others,Others,short_sleeve,purple,long,clothes,4,9,yes,52.0,2.0,8.0,3.128703093,101.7812652,1.0,Partially cloudy,0.0,29.2
653,2015-12-31 23:01:54,Thursday,Night,malay,Others,fat,Adults,40.0,Adults,no,toddler,small,red,formal,Others,short_sleeve,yellow,short,clothes,3,8,no,39.0,0.0,21.0,3.139791801,101.7355126,2.0,"Rain, Partially cloudy",4.768,27.5
654,2016-01-23 19:44:04,Saturday,Everning,malay,female,moderate,Adults,50.0,Adults,no,young,Others,pink,formal,purple,long_sleeve,red,long,blankets,5,7,no,50.0,2.0,21.0,3.191063586,101.6993233,1.0,"Rain, Partially cloudy",4.443,27.2
655,2016-01-28 08:57:18,Thursday,Morning,chinese,male,fat,Adults,53.0,Adults,no,toddler,big,yellow,Others,white,long_sleeve,blue,short,clothes,3,7,no,54.0,3.0,12.0,3.123172431,101.7733956,1.0,"Rain, Partially cloudy",13.261,28.2
656,2016-01-13 06:03:40,Wednesday,Early Morning,indian,female,fat,Adults,55.0,Adults,no,young,Others,white,Others,pink,short_sleeve,Others,long,blankets,3,7,no,60.0,3.0,7.0,3.136524607,101.7300087,3.0,"Rain, Partially cloudy",0.177,28.8
657,2016-01-25 17:51:29,Monday,Afternoon,foreigner,male,thin,Adults,52.0,Adults,yes,toddler,big,black,traditional,red,long_sleeve,yellow,long,blankets,3,9,no,52.0,3.0,21.0,3.151764414,101.7349947,2.0,Partially cloudy,0.0,30.2
658,2015-12-19 16:36:04,Saturday,Afternoon,malay,male,thin,Young Adults,26.0,Adults,yes,baby,big,green,Others,blue,long_sleeve,pink,long,blankets,4,9,no,40.0,3.0,17.0,3.122896678,101.7227088,1.0,"Rain, Partially cloudy",51.275,27.1
659,2016-02-26 17:00:14,Friday,Afternoon,foreigner,male,moderate,Young Adults,32.0,Adults,yes,toddler,big,grey,casual,Others,Others,red,long,blankets,4,10,no,43.0,5.0,9.0,3.193321223,101.7079038,2.0,Partially cloudy,0.0,29.2
660,2016-04-02 00:28:59,Saturday,Early Morning,foreigner,female,fat,Adults,37.0,Adults,no,young,Others,white,traditional,green,Others,red,long,blankets,6,10,yes,32.0,4.0,18.0,3.168259163,101.7574124,3.0,"Rain, Partially cloudy",1.768,30.2
661,2016-01-23 10:02:13,Saturday,Morning,chinese,female,moderate,Young Adults,32.0,Adults,yes,toddler,big,purple,casual,red,short_sleeve,white,long,blankets,5,7,yes,60.0,1.0,19.0,3.116632846,101.7652374,2.0,"Rain, Partially cloudy",4.443,27.2
662,2016-01-18 02:34:01,Monday,Early Morning,foreigner,male,thin,Young Adults,28.0,Adults,no,toddler,small,red,Others,white,short_sleeve,red,long,clothes,5,8,no,42.0,4.0,11.0,3.141481887,101.7012656,3.0,"Rain, Partially cloudy",15.438,27.7
663,2016-01-29 15:40:43,Friday,Afternoon,malay,male,moderate,Young Adults,26.0,Adults,yes,toddler,Others,green,formal,black,long_sleeve,green,short,clothes,6,9,no,33.0,1.0,10.0,3.144913739,101.7742459,1.0,"Rain, Partially cloudy",25.945,27.2
664,2015-12-27 00:24:53,Sunday,Early Morning,malay,male,moderate,Adults,57.0,Adults,yes,young,big,grey,formal,Others,long_sleeve,blue,short,blankets,4,9,no,41.0,4.0,7.0,3.145005024,101.7405123,3.0,Partially cloudy,0.0,27.9
665,2016-12-02 10:44:40,Friday,Morning,foreigner,female,fat,Young Adults,24.0,Adults,yes,no_kids,big,purple,Others,black,short_sleeve,grey,short,blankets,5,9,no,58.0,1.0,13.0,3.164127715,101.7800341,2.0,"Rain, Overcast",8.756,25.7
666,2016-09-02 10:25:41,Friday,Morning,indian,female,fat,Young Adults,22.0,Adults,no,toddler,small,Others,formal,white,Others,Others,long,blankets,4,10,no,46.0,5.0,7.0,3.11683779,101.7467821,3.0,"Rain, Partially cloudy",3.046,27.8
667,2015-09-12 04:49:17,Saturday,Early Morning,indian,male,thin,Adults,39.0,Adults,no,no_kids,big,purple,traditional,white,short_sleeve,orange,short,blankets,6,7,no,53.0,2.0,11.0,3.193877882,101.7427675,3.0,Overcast,0.0,29.1
668,2015-12-14 14:55:16,Monday,Afternoon,foreigner,female,thin,Adults,42.0,Adults,yes,baby,small,brown,casual,grey,long_sleeve,blue  ,long,clothes,5,9,yes,26.0,3.0,16.0,3.103984031,101.7291747,1.0,"Rain, Partially cloudy",9.388,26.6
669,2015-08-12 05:46:09,Wednesday,Early Morning,malay,female,thin,Adults,47.0,Adults,no,toddler,small,red,casual,pink,long_sleeve,black,long,clothes,5,7,no,60.0,2.0,19.0,3.143437656,101.7114188,3.0,"Rain, Partially cloudy",0.27,28.5
670,2015-12-23 03:55:16,Wednesday,Early Morning,malay,female,moderate,Young Adults,24.0,Adults,yes,baby,small,white,formal,black,short_sleeve,yellow,short,clothes,6,8,no,44.0,4.0,10.0,3.183585093,101.7099828,2.0,"Rain, Partially cloudy",0.1,29.0
671,2016-02-28 03:22:33,Sunday,Early Morning,indian,male,thin,Adults,60.0,Adults,no,baby,small,purple,Others,red,Others,Others,short,blankets,6,8,no,19.0,0.0,15.0,3.115101773,101.6993342,2.0,"Rain, Partially cloudy",1.568,28.5
672,2016-10-02 14:26:20,Sunday,Afternoon,foreigner,female,Others,Adults,44.0,Adults,yes,toddler,small,red,casual,red,long_sleeve,pink,short,clothes,4,9,no,35.0,0.0,13.0,3.102267817,101.7848474,2.0,"Rain, Partially cloudy",0.177,29.0
673,2016-02-23 08:41:14,Tuesday,Morning,chinese,male,thin,Young Adults,31.0,Adults,yes,toddler,small,white,formal,white,Others,orange,long,blankets,4,10,no,13.0,1.0,15.0,3.167302205,101.7824189,3.0,"Rain, Partially cloudy",17.383,28.0
674,2015-12-17 10:58:42,Thursday,Morning,indian,female,fat,Adults,49.0,Adults,yes,toddler,big,purple,Others,red,long_sleeve,blue,short,clothes,5,9,no,44.0,1.0,8.0,3.145128748,101.7164089,1.0,"Rain, Overcast",6.188,26.6
675,2015-12-25 22:18:15,Friday,Night,chinese,male,fat,Adults,51.0,Adults,no,toddler,big,black,traditional,black,short_sleeve,Others,long,clothes,3,9,no,37.0,0.0,12.0,3.127330816,101.7586623,2.0,"Rain, Partially cloudy",2.907,27.0
676,2016-01-19 19:47:44,Tuesday,Everning,chinese,female,moderate,Adults,42.0,Adults,no,young,small,purple,traditional,blue,short_sleeve,blue,short,clothes,5,8,yes,50.0,3.0,18.0,3.146290964,101.7796978,1.0,"Rain, Partially cloudy",3.362,27.5
677,2015-12-31 19:26:06,Thursday,Everning,foreigner,male,Others,Young Adults,32.0,Adults,no,toddler,big,Others,traditional,black,long_sleeve,grey,long,blankets,6,8,no,33.0,1.0,13.0,3.102382232,101.7235623,3.0,"Rain, Partially cloudy",4.768,27.5
678,2016-01-27 03:35:51,Wednesday,Early Morning,foreigner,female,Others,Adults,51.0,Adults,no,toddler,big,brown,casual,pink,short_sleeve,pink,short,clothes,5,10,no,33.0,1.0,12.0,3.097040508,101.7625304,1.0,Partially cloudy,0.0,29.3
679,2015-12-24 10:01:33,Thursday,Morning,chinese,male,fat,Young Adults,23.0,Adults,yes,no_kids,Others,green,Others,black,long_sleeve,Others,long,clothes,6,7,no,30.0,4.0,15.0,3.13626219,101.7239136,2.0,"Rain, Partially cloudy",0.116,28.0
680,2015-12-30 20:20:59,Wednesday,Everning,malay,female,fat,Adults,57.0,Adults,no,young,small,red,formal,green,short_sleeve,white,short,blankets,5,9,no,57.0,2.0,11.0,3.093245938,101.7585139,1.0,Partially cloudy,0.0,28.3
681,2016-03-01 22:11:58,Tuesday,Night,malay,female,moderate,Adults,38.0,Adults,no,toddler,small,purple,casual,white,short_sleeve,blue,long,clothes,6,7,yes,47.0,3.0,10.0,3.108242879,101.7806636,3.0,"Rain, Partially cloudy",1.768,29.0
682,2016-01-23 14:10:53,Saturday,Afternoon,malay,male,fat,Young Adults,30.0,Adults,no,toddler,small,purple,traditional,grey,long_sleeve,blue,short,blankets,4,9,yes,21.0,0.0,10.0,3.103253328,101.7537743,3.0,"Rain, Partially cloudy",4.443,27.2
683,2015-08-12 07:09:34,Wednesday,Early Morning,malay,female,moderate,Adults,51.0,Adults,yes,baby,big,white,casual,black,short_sleeve,blue  ,short,clothes,5,10,yes,26.0,0.0,19.0,3.10054633,101.7416111,3.0,"Rain, Partially cloudy",0.27,28.5
684,2016-01-24 17:28:57,Sunday,Afternoon,chinese,male,fat,Young Adults,24.0,Adults,yes,no_kids,big,brown,formal,red,long_sleeve,grey,long,blankets,6,9,no,32.0,4.0,19.0,3.14832807,101.7614725,1.0,"Rain, Partially cloudy",0.023,29.0
685,2015-01-12 10:53:49,Monday,Morning,chinese,female,fat,Adults,46.0,Adults,yes,toddler,Others,red,formal,blue,short_sleeve,red,short,blankets,6,8,yes,38.0,4.0,15.0,3.182079633,101.725595,2.0,Partially cloudy,0.0,28.8
686,2016-06-01 01:59:06,Wednesday,Early Morning,chinese,female,moderate,Young Adults,30.0,Adults,yes,toddler,small,red,formal,red,long_sleeve,blue,long,blankets,3,10,yes,12.0,2.0,7.0,3.148014521,101.7852052,3.0,"Rain, Partially cloudy",0.316,29.2
687,2016-02-20 02:50:53,Saturday,Early Morning,malay,male,thin,Young Adults,32.0,Adults,no,toddler,big,yellow,formal,black,short_sleeve,black,long,blankets,5,7,no,37.0,2.0,21.0,3.168336142,101.7870701,3.0,"Rain, Partially cloudy",2.722,27.5
